"Članica";"Kratica";"Program";"Členitev";"Način";"Stopnja";"Letnik";"Spol";"Državljanstvo";"UTEZ"
"Ekonomska fakulteta";"UL EF";"Poslovodenje in organizacija";"Ni členitve";"IZREDNI";"druga stopnja";"Drugi";"M";"RUSKA FEDERACIJA";1
"Ekonomska fakulteta";"UL EF";"Univerzitetna poslovna in ekonomska šola";"Trženje";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Univerzitetna poslovna in ekonomska šola";"Podjetništvo";"REDNI";"prva stopnja";"Drugi";"M";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Univerzitetna poslovna in ekonomska šola";"Podjetništvo";"REDNI";"prva stopnja";"Drugi";"M";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Poslovodenje in organizacija";"Ni členitve";"IZREDNI";"druga stopnja";"Drugi";"M";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Management";"Ni členitve";"IZREDNI";"druga stopnja";"Absolventi";"M";"SLOVENIJA";1
"Akademija za glasbo";"UL AG";"Instrumentalna in pevska pedagogika";"Saksofon";"REDNI";"druga stopnja";"Prvi";"Ž";"BELGIJA";1
"Fakulteta za gradbeništvo in geodezijo";"UL FGG";"Gradbeništvo";"Gradbene konstrukcije";"REDNI";"druga stopnja";"Drugi";"M";"REPUBLIKA SEVERNA MAKEDONIJA";1
"Fakulteta za gradbeništvo in geodezijo";"UL FGG";"Prostorsko načrtovanje";"Ni členitve";"REDNI";"druga stopnja";"Absolventi";"M";"SLOVENIJA";1
"Fakulteta za gradbeništvo in geodezijo";"UL FGG";"Gradbeništvo";"Gradbene konstrukcije";"REDNI";"druga stopnja";"Drugi";"M";"SLOVENIJA";1
"Fakulteta za gradbeništvo in geodezijo";"UL FGG";"Vodarstvo in okoljsko inženirstvo";"Hidrotehnika";"REDNI";"druga stopnja";"Absolventi";"M";"SLOVENIJA";1
"Fakulteta za šport";"UL FŠ";"Športno treniranje";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za šport";"UL FŠ";"Kineziologija";"Kinezioterapija";"REDNI";"druga stopnja";"Absolventi";"M";"SLOVENIJA";1
"Fakulteta za šport";"UL FŠ";"Športna vzgoja";"Ni členitve";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Fakulteta za šport";"UL FŠ";"Kineziologija";"Kinezioterapija";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Fakulteta za šport";"UL FŠ";"Športna vzgoja";"Ni členitve";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Fakulteta za šport";"UL FŠ";"Športna vzgoja";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"M";"SLOVENIJA";1
"Naravoslovnotehniška fakulteta";"UL NTF";"Grafične in interaktivne komunikacije";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Naravoslovnotehniška fakulteta";"UL NTF";"Inženirstvo materialov";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"M";"SLOVENIJA";1
"Fakulteta za kemijo in kemijsko tehnologijo";"UL FKKT";"Biokemija";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"M";"SLOVENIJA";1
"Fakulteta za kemijo in kemijsko tehnologijo";"UL FKKT";"Kemijska tehnologija";"Ni členitve";"REDNI";"prva stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Fakulteta za kemijo in kemijsko tehnologijo";"UL FKKT";"Kemijsko inženirstvo";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"M";"SLOVENIJA";1
"Fakulteta za kemijo in kemijsko tehnologijo";"UL FKKT";"Kemijsko izobraževanje";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"M";"SLOVENIJA";1
"Fakulteta za kemijo in kemijsko tehnologijo";"UL FKKT";"Kemijsko inženirstvo";"Ni členitve";"REDNI";"druga stopnja";"Absolventi";"M";"SLOVENIJA";1
"Fakulteta za upravo";"UL FU";"Uprava";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"BOSNA IN HERCEGOVINA";1
"Fakulteta za upravo";"UL FU";"Management v upravi";"Ravnanje s človeškimi viri";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Fakulteta za upravo";"UL FU";"Upravljanje javnega sektorja";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"M";"SLOVENIJA";1
"Fakulteta za upravo";"UL FU";"Upravna informatika";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"M";"SLOVENIJA";1
"Fakulteta za upravo";"UL FU";"Uprava - Upravljanje javnega sektorja";"Javno upravljanje in EU";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Fakulteta za upravo";"UL FU";"Uprava";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za upravo";"UL FU";"Uprava";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za upravo";"UL FU";"Uprava";"Javna uprava";"IZREDNI";"prva stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Fakulteta za upravo";"UL FU";"Uprava";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Fakulteta za upravo";"UL FU";"Management v upravi";"Ravnanje s človeškimi viri";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Biotehniška fakulteta";"UL BF";"Biologija";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Biotehniška fakulteta";"UL BF";"Gozdarstvo";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Biotehniška fakulteta";"UL BF";"Živilstvo in prehrana";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Biotehniška fakulteta";"UL BF";"Mikrobiologija";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Biotehniška fakulteta";"UL BF";"Mikrobiologija";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Biotehniška fakulteta";"UL BF";"Živilstvo in prehrana";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Biotehniška fakulteta";"UL BF";"Lesarsko inženirstvo";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Biotehniška fakulteta";"UL BF";"Biologija";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Prevajanje";"Slovenščina-angleščina-nemščina – enopredmetna smer";"REDNI";"druga stopnja";"Absolventi";"M";"SLOVENIJA";1
"Fakulteta za pomorstvo in promet";"UL FPP";"Prometna tehnologija in transportna logistika";"Splošna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za pomorstvo in promet";"UL FPP";"Prometna tehnologija in transportna logistika";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Fakulteta za pomorstvo in promet";"UL FPP";"Promet";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"M";"SLOVENIJA";1
"Fakulteta za pomorstvo in promet";"UL FPP";"Tehnologija prometa";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"M";"SLOVENIJA";1
"Fakulteta za pomorstvo in promet";"UL FPP";"Navtika";"Splošna smer";"REDNI";"prva stopnja";"Prvi";"M";"BOLGARIJA";1
"Fakulteta za pomorstvo in promet";"UL FPP";"Prometna tehnologija in transportna logistika";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"M";"SLOVENIJA";1
"Fakulteta za pomorstvo in promet";"UL FPP";"Prometna tehnologija in transportna logistika";"Splošna smer";"IZREDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za pomorstvo in promet";"UL FPP";"Prometna tehnologija in transportna logistika";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"M";"SLOVENIJA";1
"Biotehniška fakulteta";"UL BF";"Živilstvo in prehrana";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za kemijo in kemijsko tehnologijo";"UL FKKT";"Kemijsko inženirstvo";"Ni členitve";"REDNI";"prva stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Fakulteta za elektrotehniko";"UL FE";"Aplikativna elektrotehnika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za kemijo in kemijsko tehnologijo";"UL FKKT";"Kemijska tehnologija";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Fakulteta za elektrotehniko";"UL FE";"Aplikativna elektrotehnika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za kemijo in kemijsko tehnologijo";"UL FKKT";"Kemijska tehnologija";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"M";"SLOVENIJA";1
"Fakulteta za elektrotehniko";"UL FE";"Elektrotehnika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za elektrotehniko";"UL FE";"Elektrotehnika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za kemijo in kemijsko tehnologijo";"UL FKKT";"Kemijska tehnologija";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Fakulteta za elektrotehniko";"UL FE";"Elektrotehnika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"HRVAŠKA";1
"Fakulteta za elektrotehniko";"UL FE";"Elektrotehnika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"HRVAŠKA";1
"Fakulteta za elektrotehniko";"UL FE";"Aplikativna elektrotehnika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za elektrotehniko";"UL FE";"Aplikativna elektrotehnika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za kemijo in kemijsko tehnologijo";"UL FKKT";"Kemija";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Fakulteta za elektrotehniko";"UL FE";"Aplikativna elektrotehnika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za kemijo in kemijsko tehnologijo";"UL FKKT";"Kemijska tehnologija";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"M";"SLOVENIJA";1
"Fakulteta za šport";"UL FŠ";"Športna vzgoja";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za šport";"UL FŠ";"Športna vzgoja";"Ni členitve";"IZREDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za šport";"UL FŠ";"Športna vzgoja";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - razvojno raziskovalni program";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - razvojno raziskovalni program";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - razvojno raziskovalni program";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - razvojno raziskovalni program";"Ni členitve";"REDNI";"prva stopnja";"Absolventi";"M";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - razvojno raziskovalni program";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - razvojno raziskovalni program";"Proizvodno strojništvo";"REDNI";"druga stopnja";"Absolventi";"M";"SLOVENIJA";1
"Akademija za gledališče, radio, film in televizijo";"UL AGRFT";"Film in televizija";"Filmska in televizijska režija";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za elektrotehniko";"UL FE";"Aplikativna elektrotehnika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za elektrotehniko";"UL FE";"Aplikativna elektrotehnika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za elektrotehniko";"UL FE";"Aplikativna elektrotehnika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in matematika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za elektrotehniko";"UL FE";"Aplikativna elektrotehnika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za elektrotehniko";"UL FE";"Aplikativna elektrotehnika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in informatika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in informatika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in informatika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in informatika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in informatika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in informatika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in matematika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - projektno aplikativni program";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - razvojno raziskovalni program";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - razvojno raziskovalni program";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - projektno aplikativni program";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - projektno aplikativni program";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - razvojno raziskovalni program";"Ni členitve";"REDNI";"prva stopnja";"Absolventi";"M";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - razvojno raziskovalni program";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - projektno aplikativni program";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - razvojno raziskovalni program";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"M";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - projektno aplikativni program";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in informatika";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"M";"SRBIJA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in informatika";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"M";"SLOVENIJA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in informatika";"Ni členitve";"REDNI";"prva stopnja";"Absolventi";"M";"SLOVENIJA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in informatika";"Ni členitve";"REDNI";"prva stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in informatika";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"M";"SLOVENIJA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in informatika";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"M";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Računovodstvo in revizija";"Ni členitve";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Poslovodenje in organizacija";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in informatika";"Računalništvo in informatika";"REDNI";"druga stopnja";"Drugi";"M";"SLOVENIJA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in informatika";"Ni členitve";"REDNI";"prva stopnja";"Absolventi";"Ž";"SRBIJA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in informatika";"Ni členitve";"REDNI";"prva stopnja";"Absolventi";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Geografija";"Enopredmetna smer: Okoljska in fizična geografija - Uporabna geoinformatika";"REDNI";"druga stopnja";"Drugi";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Anglistika";"Anglistika - enopredmetna smer";"REDNI";"prva stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Geografija";"Enopredmetna smer: Okoljska in fizična geografija - Uporabna geoinformatika";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Arheologija";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"BOSNA IN HERCEGOVINA";1
"Filozofska fakulteta";"UL FF";"Prevajanje";"Slovenščina-angleščina-nemščina – enopredmetna smer";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Psihologija";"Ni členitve";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Muzikologija";"Muzikologija – enopredmetna smer";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Psihologija";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - enopredmetna pedagoška smer";"IZREDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Arheologija";"Ni členitve";"IZREDNI";"druga stopnja";"Absolventi";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Prevajalstvo";"Slovenščina-angleščina-nemščina – enopredmetna smer";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Geografija";"Enopredmetna smer: Okoljska in fizična geografija - Uporabna geoinformatika";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Anglistika";"Anglistika - enopredmetna pedagoška smer";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Umetnostna zgodovina";"Umetnostna zgodovina - enopredmetna smer";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Naravoslovnotehniška fakulteta";"UL NTF";"Grafične in interaktivne komunikacije";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"M";"SLOVENIJA";1
"Naravoslovnotehniška fakulteta";"UL NTF";"Geologija";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Naravoslovnotehniška fakulteta";"UL NTF";"Inženirstvo materialov";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"M";"SLOVENIJA";1
"Naravoslovnotehniška fakulteta";"UL NTF";"Grafične in interaktivne komunikacije";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Naravoslovnotehniška fakulteta";"UL NTF";"Tekstilno in oblačilno inženirstvo";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"Ž";"KAZAHSTAN";1
"Naravoslovnotehniška fakulteta";"UL NTF";"Grafična in medijska tehnika";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"M";"SLOVENIJA";1
"Naravoslovnotehniška fakulteta";"UL NTF";"Grafična in medijska tehnika";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Naravoslovnotehniška fakulteta";"UL NTF";"Tekstilno in oblačilno inženirstvo";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Naravoslovnotehniška fakulteta";"UL NTF";"Grafične in interaktivne komunikacije";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"M";"SLOVENIJA";1
"Naravoslovnotehniška fakulteta";"UL NTF";"Metalurgija in materiali";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"M";"SLOVENIJA";1
"Naravoslovnotehniška fakulteta";"UL NTF";"Oblikovanje tekstilij in oblačil";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Fakulteta za šport";"UL FŠ";"Športna vzgoja";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za šport";"UL FŠ";"Kineziologija";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Fakulteta za šport";"UL FŠ";"Športno treniranje";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za šport";"UL FŠ";"Kineziologija";"Kinezioterapija";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Fakulteta za šport";"UL FŠ";"Kineziologija";"Kinezioterapija";"REDNI";"druga stopnja";"Drugi";"M";"SLOVENIJA";1
"Fakulteta za šport";"UL FŠ";"Kineziologija";"Ni členitve";"IZREDNI";"prva stopnja";"Tretji";"M";"SLOVENIJA";1
"Fakulteta za šport";"UL FŠ";"Kineziologija";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za šport";"UL FŠ";"Športno treniranje";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"M";"SLOVENIJA";1
"Fakulteta za šport";"UL FŠ";"Športna vzgoja";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za šport";"UL FŠ";"Športna vzgoja";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"M";"SLOVENIJA";1
"Fakulteta za šport";"UL FŠ";"Kineziologija";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Fakulteta za šport";"UL FŠ";"Kineziologija";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Fakulteta za šport";"UL FŠ";"Športno treniranje";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"M";"SLOVENIJA";1
"Fakulteta za kemijo in kemijsko tehnologijo";"UL FKKT";"Kemija";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"M";"SLOVENIJA";1
"Fakulteta za upravo";"UL FU";"Uprava";"Poslovna uprava";"REDNI";"prva stopnja";"Tretji";"M";"SLOVENIJA";1
"Fakulteta za kemijo in kemijsko tehnologijo";"UL FKKT";"Kemijska tehnologija";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in informatika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in informatika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in informatika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"BOSNA IN HERCEGOVINA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in informatika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in informatika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in informatika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in matematika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
